;Date received;Product;Sub-product;Company;State;Submitted via;Timely response?;Consumer disputed?
90727;12/24/2015;Debt collection;Other (i.e. phone, health club, etc.);Diversified Adjustment Service, Inc.;MD;Web;Yes;No
90754;01/06/2016;Debt collection;Other (i.e. phone, health club, etc.);NCC Business Services, Inc.;VA;Web;Yes;No
90793;12/24/2015;Debt collection;Other (i.e. phone, health club, etc.);Bank of America;NC;Web;Yes;No
90888;12/24/2015;Debt collection;I do not know;Barclays PLC;NC;Web;Yes;No
90996;12/30/2015;Debt collection;Auto;Machol & Johannes, LLC;CO;Web;Yes;No
91682;01/19/2016;Debt collection;Other (i.e. phone, health club, etc.);Hunter Warfield, Inc.;MO;Web;Yes;No
91707;12/20/2015;Debt collection;Medical;Professional Service Bureau;AZ;Web;Yes;Yes
91792;01/01/2016;Debt collection;Other (i.e. phone, health club, etc.);Wilber and Associates, P.C.;CA;Web;Yes;No
91865;01/02/2016;Debt collection;Other (i.e. phone, health club, etc.);FAIR COLLECTIONS & OUTSOURCING, INC.;IL;Web;Yes;No
91901;12/16/2015;Debt collection;I do not know;Professional Finance Company, Inc.;CO;Web;Yes;No
91904;12/16/2015;Debt collection;I do not know;MOHELA;TX;Web;Yes;Yes
92459;01/07/2016;Debt collection;Other (i.e. phone, health club, etc.);Ray Klein, Inc.;CA;Web;Yes;No
92600;01/22/2016;Debt collection;I do not know;Stellar Recovery Inc.;IL;Web;Yes;No
92604;01/22/2016;Debt collection;I do not know;CCS Financial Services, Inc.;NJ;Web;Yes;No
92687;01/08/2016;Debt collection;I do not know;Phillips & Cohen Associates, Ltd.;MS;Web;Yes;No
92815;01/23/2016;Debt collection;I do not know;Ally Financial Inc.;IA;Web;Yes;Yes
92856;01/24/2016;Debt collection;Medical;Gold Key Credit, Inc.;FL;Web;Yes;No
93012;01/08/2016;Debt collection;Credit card;Bank of America;FL;Web;Yes;No
93256;01/14/2016;Debt collection;Payday loan;Receivables Performance Management LLC;CA;Web;Yes;No
93311;01/09/2016;Debt collection;I do not know;Harris & Harris, Ltd.;MO;Web;Yes;No
93383;01/09/2016;Debt collection;I do not know;First National Collection Bureau, Inc.;OR;Web;Yes;No
93690;01/26/2016;Debt collection;Credit card;Mary Jane M. Elliott, P.C. Attorneys At Law;MI;Web;Yes;Yes
93708;10/22/2016;Debt collection;Credit card;Timothy C. Runyan, P.C.;MI;Web;Yes;No
94011;01/26/2016;Debt collection;Credit card;USAA Savings;CA;Web;Yes;No
94573;02/15/2016;Debt collection;Other (i.e. phone, health club, etc.);Constar Financial Services, LLC;FL;Web;Yes;No
94587;02/01/2016;Debt collection;Other (i.e. phone, health club, etc.);Collins & Hilton Asset Group, LLC;CA;Web;Yes;Yes
94602;02/15/2016;Debt collection;Credit card;U.S. Bancorp;NY;Web;Yes;No
94805;02/05/2016;Debt collection;Other (i.e. phone, health club, etc.);Source Receivables Management LLC;SC;Web;Yes;No
94853;02/16/2016;Debt collection;Medical;Retrieval-Masters Creditors Bureau, Inc.;WA;Web;Yes;No
95087;01/21/2016;Debt collection;Other (i.e. phone, health club, etc.);Credit Bureau of Napa;OH;Web;No;Yes
95253;01/22/2016;Debt collection;Credit card;Mandarich Law Group, LLP;CA;Web;Yes;Yes
95563;01/22/2016;Debt collection;Medical;Computer Credit, Inc.;AZ;Web;Yes;No
95737;02/11/2016;Debt collection;Other (i.e. phone, health club, etc.);Citibank;NC;Web;Yes;Yes
95769;01/22/2016;Debt collection;Mortgage;FAIR COLLECTIONS & OUTSOURCING, INC.;IN;Web;Yes;Yes
95790;02/17/2016;Debt collection;Credit card;Army and Air Force Exchange Service;VA;Web;Yes;No
95843;02/11/2016;Debt collection;Other (i.e. phone, health club, etc.);CL Holdings, LLC;VA;Web;Yes;No
95856;02/22/2016;Debt collection;Other (i.e. phone, health club, etc.);ProCollect, Inc;FL;Web;Yes;Yes
95927;02/06/2016;Debt collection;Medical;Escallate, LLC;SC;Web;Yes;Yes
96185;02/11/2016;Debt collection;Other (i.e. phone, health club, etc.);Ditech Financial LLC;FL;Web;Yes;No
96201;02/26/2016;Payday loan;Payday loan;BlueChip Financial;LA;Web;No;No
96246;02/08/2016;Debt collection;Non-federal student loan;First Associates Loan Servicing LLC;SC;Web;Yes;No
96344;01/28/2016;Student loan;Non-federal student loan;Access Group;CA;Web;Yes;No
96414;02/17/2016;Debt collection;Other (i.e. phone, health club, etc.);Wells Fargo & Company;VA;Web;Yes;Yes
96441;01/28/2016;Debt collection;Medical;AmeriCollect;TX;Web;Yes;No
96475;02/22/2016;Debt collection;Medical;Emerald AR Systems, LLC;AZ;Web;Yes;No
96495;01/28/2016;Debt collection;Medical;AmeriCollect;TX;Web;Yes;No
96529;02/17/2016;Debt collection;I do not know;Loan Science, LLC;IL;Web;Yes;No
96874;02/12/2016;Debt collection;I do not know;National Credit Systems,Inc.;AK;Web;Yes;No
97502;02/26/2016;Debt collection;Other (i.e. phone, health club, etc.);Pinnacle Credit Services, LLC;TN;Web;Yes;No
97564;02/23/2016;Debt collection;Other (i.e. phone, health club, etc.);Sunrise Credit Services Inc.;NJ;Web;Yes;No
97601;02/27/2016;Debt collection;Other (i.e. phone, health club, etc.);Financial Business and Consumer Solutions.;FL;Web;Yes;No
97658;02/28/2016;Debt collection;Credit card;Citibank;UT;Web;Yes;No
97668;02/28/2016;Debt collection;Other (i.e. phone, health club, etc.);Consumer Collection Management. Inc;MO;Web;No;No
97723;02/23/2016;Payday loan;Payday loan;BlueChip Financial;LA;Web;No;No
97798;03/03/2016;Debt collection;Medical;Optima Recovery Services LLC.;TN;Web;Yes;No
97889;03/04/2016;Debt collection;Auto;Rubin & Rothman, LLC;NY;Web;Yes;No
97914;02/29/2016;Debt collection;Other (i.e. phone, health club, etc.);Southwest Credit Systems, L.P.;TX;Web;Yes;Yes
97922;02/29/2016;Debt collection;Medical;I.C. System, Inc.;NY;Web;Yes;No
97963;03/04/2016;Debt collection;Other (i.e. phone, health club, etc.);Omega RMS, LLC;NC;Web;Yes;No
98031;02/23/2016;Debt collection;I do not know;ERC;TX;Web;Yes;No
98057;02/24/2016;Debt collection;Other (i.e. phone, health club, etc.);American Accounts & Advisers Inc.;AZ;Web;Yes;Yes
98118;02/19/2016;Debt collection;Other (i.e. phone, health club, etc.);CashCall, Inc.;NC;Web;Yes;No
98154;02/19/2016;Debt collection;I do not know;ERC;SC;Web;Yes;No
98376;02/19/2016;Debt collection;Credit card;GEMINI CAPITAL GROUP, LLC;GA;Web;Yes;No
98389;02/19/2016;Debt collection;Other (i.e. phone, health club, etc.);Hunter Warfield, Inc.;FL;Web;Yes;No
98466;03/15/2016;Debt collection;Medical;PDQ Services, Inc.;GA;Web;Yes;No
98762;03/23/2016;Debt collection;Other (i.e. phone, health club, etc.);Pinnacle Credit Services, LLC;NY;Web;Yes;Yes
98791;02/25/2016;Debt collection;Other (i.e. phone, health club, etc.);ERC;PA;Web;Yes;No
98816;02/25/2016;Debt collection;Other (i.e. phone, health club, etc.);Cohn, Goldberg & Deutsch, LLC;MD;Web;Yes;No
98822;03/23/2016;Debt collection;Other (i.e. phone, health club, etc.);Credence Resource Management, LLC;TN;Web;Yes;Yes
98970;02/25/2016;Debt collection;Medical;WAKEFIELD & ASSOCIATES, INC.;CA;Web;Yes;Yes
99165;03/15/2016;Debt collection;Other (i.e. phone, health club, etc.);Continental Central Credit, Inc.;CA;Web;Yes;No
99205;03/10/2016;Debt collection;Other (i.e. phone, health club, etc.);Hunter Warfield, Inc.;FL;Web;Yes;No
99215;03/06/2016;Debt collection;Other (i.e. phone, health club, etc.);Revenue Recovery Corporation;SC;Web;Yes;No
99217;02/20/2016;Debt collection;Credit card;Allen & Withrow;AR;Web;Yes;No
99346;12/16/2016;Debt collection;Medical;Gold Key Credit, Inc.;FL;Web;Yes;No
99462;03/15/2016;Debt collection;Medical;CMRE Financial Services, Inc.;TX;Web;Yes;No
99475;03/15/2016;Debt collection;Medical;Credit Consulting Services, Inc.;TX;Web;Yes;No
99494;03/01/2016;Debt collection;Other (i.e. phone, health club, etc.);Credence Resource Management, LLC;VA;Web;Yes;No
99595;03/02/2016;Debt collection;Other (i.e. phone, health club, etc.);I.C. System, Inc.;WA;Web;Yes;No
100058;03/16/2016;Debt collection;Credit card;SquareTwo Financial Corporation;MN;Web;Yes;No
100119;03/11/2016;Debt collection;I do not know;GEMINI CAPITAL GROUP, LLC;GA;Web;Yes;No
100158;03/16/2016;Debt collection;I do not know;Receivables Performance Management LLC;CA;Web;Yes;Yes
100209;03/25/2016;Debt collection;Other (i.e. phone, health club, etc.);Southwest Credit Systems, L.P.;FL;Web;No;No
100221;03/11/2016;Debt collection;Other (i.e. phone, health club, etc.);Concord Servicing Corporation;SD;Web;Yes;No
100370;03/11/2016;Debt collection;Other (i.e. phone, health club, etc.);Convergent Resources, Inc.;NY;Web;Yes;No
100377;03/16/2016;Debt collection;Credit card;NARTEY LAW GROUP, LLC;VA;Web;Yes;No
100426;03/16/2016;Debt collection;Other (i.e. phone, health club, etc.);Bonneville Billing and Collections;UT;Web;Yes;No
100503;03/17/2016;Debt collection;Auto;Stephens and Michaels Associates, Inc.;TX;Web;Yes;No
100530;03/12/2016;Student loan;Non-federal student loan;ECMC Group, Inc.;CA;Web;Yes;Yes
100542;03/22/2016;Debt collection;Mortgage;Bank of America;IL;Web;Yes;No
100687;04/05/2016;Debt collection;I do not know;Credit Corp Solutions Inc.;MD;Web;Yes;No
100764;04/05/2016;Debt collection;Medical;Credence Resource Management, LLC;MS;Web;Yes;No
101031;03/31/2016;Debt collection;Medical;First Federal Credit Control;FL;Web;Yes;No
101043;03/12/2016;Debt collection;Credit card;Radius Global Solutions LLC;MD;Web;Yes;Yes
101243;03/09/2016;Debt collection;Credit card;Bank of America;OH;Web;Yes;No
101366;03/14/2016;Debt collection;Other (i.e. phone, health club, etc.);Southwest Credit Systems, L.P.;FL;Web;No;Yes
101509;03/09/2016;Debt collection;Other (i.e. phone, health club, etc.);Pinnacle Credit Services, LLC;NE;Web;Yes;No
101541;03/28/2016;Debt collection;Other (i.e. phone, health club, etc.);ERC;NC;Web;Yes;No
101689;03/31/2016;Debt collection;Other (i.e. phone, health club, etc.);ERC;SC;Web;Yes;No
101785;04/01/2016;Debt collection;Payday loan;Real Time Resolutions;CA;Web;Yes;No
101821;03/29/2016;Debt collection;Mortgage;Bank of America;VA;Web;Yes;No
102286;04/07/2016;Debt collection;Medical;R.M. Galicia, Inc.;CA;Web;Yes;No
102324;04/07/2016;Debt collection;Other (i.e. phone, health club, etc.);ERC;FL;Web;Yes;No
102550;04/07/2016;Debt collection;Credit card;Continental Finance Company, LLC;CA;Web;Yes;Yes
103034;04/13/2016;Debt collection;I do not know;I.C. System, Inc.;GA;Web;Yes;No
103346;04/24/2016;Debt collection;Medical;CMRE Financial Services, Inc.;TX;Web;Yes;Yes
103611;12/12/2016;Debt collection;Other (i.e. phone, health club, etc.);GreenSky Trade Credit, LLC;CA;Web;Yes;No
103703;04/11/2016;Debt collection;Other (i.e. phone, health club, etc.);ERC;TX;Web;Yes;No
103754;04/14/2016;Debt collection;Medical;Community Health Investment Company, LLC.;FL;Web;Yes;Yes
103849;04/15/2016;Debt collection;I do not know;Penn Credit Corporation;NJ;Web;Yes;No
103872;12/19/2016;Debt collection;Auto;Booth & McCarthy;WV;Web;Yes;No
103996;01/24/2017;Debt collection;I do not know;Midwest Recovery Systems;UT;Web;Yes;Yes
104024;05/04/2016;Debt collection;Medical;Budget Control Services, Inc.;CO;Web;Yes;Yes
104102;05/05/2016;Debt collection;Credit card;Guglielmo and Associates;AZ;Web;Yes;Yes
104139;05/13/2016;Debt collection;I do not know;Pressler & Pressler, LLP;NJ;Web;Yes;Yes
104399;04/17/2016;Debt collection;Medical;Riverview Law Office, PLLC;MN;Web;Yes;Yes
104454;04/21/2016;Debt collection;Credit card;Barclays PLC;MI;Web;Yes;Yes
104543;05/01/2016;Debt collection;Credit card;Citibank;MD;Web;Yes;Yes
104586;12/16/2016;Debt collection;Medical;Choice Recovery, Inc.;FL;Web;Yes;No
104593;12/16/2016;Debt collection;Medical;Gold Key Credit, Inc.;FL;Web;Yes;No
104790;11/17/2016;Debt collection;Medical;Aargon Agency, Inc.;IL;Web;Yes;No
104861;12/13/2016;Debt collection;Payday loan;Advance America, Cash Advance Centers, Inc.;OK;Web;Yes;No
104876;12/04/2016;Debt collection;Other (i.e. phone, health club, etc.);ERC;CA;Web;Yes;No
104897;05/21/2016;Debt collection;Auto;MERCHANTS ADJUSTMENT SERVICE, INC.;SC;Web;Yes;Yes
104950;05/02/2016;Debt collection;Other (i.e. phone, health club, etc.);Army and Air Force Exchange Service;MI;Web;Yes;Yes
104958;12/21/2016;Debt collection;I do not know;The CMI Group, Inc.;MT;Web;Yes;No
105012;12/05/2016;Debt collection;I do not know;I.Q. Data International, Inc.;TX;Web;Yes;No
105027;12/12/2016;Debt collection;Other (i.e. phone, health club, etc.);Monterey Financial Services, Inc.;CO;Web;Yes;No
105185;12/06/2016;Debt collection;Other (i.e. phone, health club, etc.);Professional Recovery Management;TX;Web;Yes;No
105284;11/07/2016;Debt collection;Credit card;Citibank;CA;Web;Yes;No
105390;12/09/2016;Debt collection;Credit card;Capital Management Services, LP;CA;Web;Yes;No
105447;12/03/2016;Debt collection;Auto;U.S. Bancorp;MI;Web;Yes;No
105495;05/13/2016;Debt collection;Federal student loan;ECMC Group, Inc.;MD;Web;Yes;Yes
105705;05/30/2016;Debt collection;Credit card;Synchrony Financial;TX;Web;Yes;Yes
105772;12/16/2016;Debt collection;Medical;CCS Financial Services, Inc.;FL;Web;Yes;No
106022;12/17/2016;Debt collection;Medical;Credence Resource Management, LLC;CA;Web;Yes;No
106055;05/31/2016;Debt collection;Credit card;Stellar Recovery Inc.;TN;Web;Yes;Yes
106092;06/10/2016;Debt collection;Auto;Synergetic Communication Inc;TX;Web;Yes;Yes
106133;06/10/2016;Debt collection;I do not know;Phoenix Financial Services LLC;CA;Web;Yes;Yes
106202;05/25/2016;Debt collection;I do not know;Navy FCU;NC;Web;Yes;Yes
106242;12/09/2016;Debt collection;Medical;Gold Key Credit, Inc.;FL;Web;Yes;No
106270;05/26/2016;Debt collection;Medical;SECURITY CREDIT SYSTEMS INC;NY;Web;Yes;Yes
106326;10/19/2016;Debt collection;Auto;Byrider Franchising, LLC;VA;Web;Yes;No
106566;12/06/2016;Debt collection;Other (i.e. phone, health club, etc.);ERC;FL;Web;Yes;No
112029;04/25/2016;Debt collection;Other (i.e. phone, health club, etc.);Pressler & Pressler, LLP;NJ;Web;Yes;No
112082;04/09/2016;Payday loan;Payday loan;Harpeth Financial Services, LLC;TN;Web;No;No
112206;04/22/2016;Debt collection;Other (i.e. phone, health club, etc.);The CMI Group, Inc.;TX;Web;Yes;No
112334;04/12/2016;Debt collection;I do not know;Pinnacle Credit Services, LLC;NY;Web;Yes;No
112469;12/02/2016;Debt collection;I do not know;Capital Management Services, LP;NM;Web;No;No
112622;06/11/2016;Debt collection;I do not know;Malcolm S. Gerald and Associates, Inc.;IL;Web;Yes;Yes
112953;04/15/2016;Debt collection;Other (i.e. phone, health club, etc.);Pinnacle Credit Services, LLC;AL;Web;Yes;No
113229;12/05/2016;Debt collection;Medical;Focused Recovery Solutions, Inc.;VA;Web;No;No
113242;06/21/2016;Debt collection;Medical;CMRE Financial Services, Inc.;FL;Web;Yes;Yes
113301;11/06/2016;Debt collection;Mortgage;Wells Fargo & Company;PA;Web;Yes;No
113429;04/17/2016;Debt collection;Other (i.e. phone, health club, etc.);Diversified Adjustment Service, Inc.;MN;Web;Yes;No
113485;04/26/2016;Debt collection;Other (i.e. phone, health club, etc.);Radius Global Solutions LLC;MN;Web;Yes;No
113524;04/18/2016;Debt collection;Credit card;SquareTwo Financial Corporation;NC;Web;Yes;No
113541;10/29/2016;Debt collection;Other (i.e. phone, health club, etc.);I.Q. Data International, Inc.;OK;Web;Yes;No
113597;04/28/2016;Debt collection;I do not know;Hunter Warfield, Inc.;NV;Web;Yes;No
113798;04/20/2016;Debt collection;I do not know;I.C. System, Inc.;CA;Web;Yes;No
113826;04/27/2016;Debt collection;Medical;The CMI Group, Inc.;CA;Web;Yes;No
113890;03/16/2016;Debt collection;Payday loan;Global Asset Management Group, Inc.;TX;Web;Yes;No
113955;04/24/2016;Debt collection;Medical;Synchrony Financial;CA;Web;Yes;No
115834;04/24/2016;Debt collection;Other (i.e. phone, health club, etc.);Radius Global Solutions LLC;FL;Web;Yes;No
118153;05/02/2016;Debt collection;Mortgage;Round Point Mortgage;TX;Web;Yes;Yes
198272;03/19/2015;Debt collection;Other (i.e. phone, health club, etc.);Meade & Associates, Inc.;KY;Web;Yes;No
198357;03/19/2015;Debt collection;I do not know;TCF National Bank;MD;Web;Yes;No
198371;03/19/2015;Debt collection;Credit card;Javitch, Block & Rathbone LLC;OH;Web;Yes;No
198498;03/24/2015;Debt collection;Other (i.e. phone, health club, etc.);Caine & Weiner Co. Inc.;AL;Web;Yes;No
198568;03/28/2015;Debt collection;Other (i.e. phone, health club, etc.);Southwest Credit Systems, L.P.;CO;Web;Yes;No
198835;03/24/2015;Debt collection;I do not know;Southwest Credit Systems, L.P.;IN;Web;Yes;No
199153;04/08/2015;Debt collection;Federal student loan;Performant Financial Corporation;CA;Web;Yes;No
199555;03/25/2015;Student loan;Non-federal student loan;Sallie Mae;NC;Web;Yes;No
199700;03/25/2015;Debt collection;Credit card;Retrieval-Masters Creditors Bureau, Inc.;NY;Web;No;No
199725;03/25/2015;Debt collection;Auto;Mercedes-Benz Financial Services;OH;Web;Yes;Yes
199829;03/25/2015;Debt collection;Credit card;Nations Recovery Center;GA;Web;Yes;Yes
199830;03/25/2015;Debt collection;Credit card;Barclays PLC;GA;Web;Yes;No
199850;03/31/2015;Debt collection;Auto;Westlake Services, LLC;VA;Web;Yes;No
199930;04/04/2015;Debt collection;Credit card;Citibank;NY;Web;Yes;No
199989;04/05/2015;Debt collection;Other (i.e. phone, health club, etc.);ERC;TX;Web;Yes;Yes
200517;03/23/2015;Debt collection;Medical;Asset Management Outsourcing, Inc.;GA;Web;Yes;No
200727;03/26/2015;Debt collection;Auto;Navy FCU;ID;Web;Yes;No
200782;04/01/2015;Payday loan;Payday loan;Enova International, Inc.;VA;Web;Yes;No
200881;04/01/2015;Debt collection;Payday loan;Enova International, Inc.;NV;Web;Yes;No
200944;04/06/2015;Debt collection;Auto;Pentagon FCU;NC;Web;Yes;No
201027;03/23/2015;Debt collection;Mortgage;PHH Mortgage;TN;Web;Yes;No
201125;03/27/2015;Debt collection;Other (i.e. phone, health club, etc.);Stellar Recovery Inc.;AR;Web;Yes;No
201183;04/16/2015;Debt collection;Credit card;Central Portfolio Control Inc.;NV;Web;Yes;No
201266;04/07/2015;Debt collection;I do not know;SunTrust Banks, Inc.;NC;Web;Yes;Yes
201668;04/12/2015;Debt collection;Auto;Ally Financial Inc.;DE;Web;Yes;No
201687;04/07/2015;Debt collection;Federal student loan;National Enterprise Systems, Inc.;VT;Web;Yes;No
201991;04/13/2015;Debt collection;Other (i.e. phone, health club, etc.);Credit Protection Association, L.P.;OR;Web;Yes;No
202124;04/08/2015;Debt collection;Medical;CL Holdings, LLC;FL;Web;Yes;No
202298;05/02/2015;Debt collection;Federal student loan;Newman, Mathis, Brady & Spedale;LA;Web;Yes;No
202461;04/18/2015;Debt collection;I do not know;Allied Interstate LLC;PA;Web;Yes;No
202482;04/18/2015;Debt collection;Medical;Louisiana Recovery Services Inc.;LA;Web;Yes;No
202520;04/19/2015;Debt collection;Credit card;RGS Financial, Inc.;NV;Web;Yes;No
202569;04/19/2015;Debt collection;Other (i.e. phone, health club, etc.);Receivables Performance Management LLC;VA;Web;Yes;Yes
202579;04/19/2015;Debt collection;Credit card;Bank of America;SC;Web;Yes;No
202722;05/07/2015;Debt collection;Other (i.e. phone, health club, etc.);Avadyne Health Holdings, Inc;IN;Web;Yes;No
202750;05/02/2015;Debt collection;I do not know;Credit Protection Association, L.P.;FL;Web;Yes;No
202977;04/28/2015;Debt collection;Non-federal student loan;Sallie Mae;PA;Web;Yes;Yes
202978;04/23/2015;Debt collection;Other (i.e. phone, health club, etc.);Hillcrest Davidson & Assoc;FL;Web;Yes;No
202991;04/23/2015;Debt collection;Payday loan;Cottonwood Financial Ltd.;IL;Web;Yes;No
203517;05/11/2015;Debt collection;Payday loan;Express Cash Mart Management;WI;Web;Yes;No
203648;04/20/2015;Debt collection;Medical;Aargon Agency, Inc.;CO;Web;Yes;No
203793;05/13/2015;Debt collection;Non-federal student loan;SquareTwo Financial Corporation;WA;Web;Yes;No
203958;05/08/2015;Debt collection;Credit card;Forster & Garbus LLP;NY;Web;Yes;No
